mID,kID
272,1308
272,1568
272,1701
272,1872
272,3679
272,6969
272,7002
272,9715
272,9717
272,9823
272,10044
272,10278
272,10842
272,14536
272,163455
272,187710
10527,409
10527,931
10527,1691
10527,2043
10527,2172
10527,2552
10527,3028
10527,3347
10527,3800
10527,9663
10527,15097
10527,156395
10527,179431
18360,2598
18360,179431
2080,417
2080,1852
2080,2792
2080,6092
2080,8828
2080,9715
2080,179430
2080,179431
605,83
605,310
605,312
605,334
605,490
605,663
605,780
605,1373
605,1552
605,1566
605,1670
605,1701
605,1721
605,2725
605,2812
605,2849
605,2964
605,3222
605,3737
605,4563
605,4565
605,6104
605,6150
605,6256
605,10084
605,10364
605,12190
605,187056
109445,2011
109445,4344
109445,7376
109445,10085
109445,10336
109445,10541
109445,10794
109445,11173
109445,179430
109445,187056
109445,209714
604,83
604,310
604,312
604,779
604,780
604,1566
604,1701
604,1721
604,2812
604,2849
604,2964
604,3737
604,4563
604,4565
604,6104
604,6150
604,6256
604,10364
604,12190
604,187056
76338,8828
76338,9715
76338,9717
76338,179430
76338,179431
76338,180547
76338,209714
76341,2964
76341,3713
76341,4458
76341,4565
76341,5657
76341,10084
76341,10349
76341,10562
13448,588
13448,716
13448,818
13448,5950
13448,9675
13448,10410
13448,161207
10195,1508
10195,5539
10195,8828
10195,9715
10195,9717
10195,11436
10195,179430
10195,180547
10195,209714
13053,9963
13053,18165
13053,179431
19585,179431
57165,1449
57165,2035
57165,162861
57165,209714
62213,616
62213,3133
62213,10541
62213,11860
62213,41410
62213,160279
62213,162846
177677,212
177677,470
177677,1201
177677,3289
177677,9663
177677,10364
177677,10410
7978,494
7978,8250
7978,9714
7978,11004
7978,12564
5559,2382
5559,2778
5559,3203
5559,3616
5559,3800
5559,6148
5559,179430
49444,779
49444,3929
49444,10364
49444,187056
10196,657
10196,1445
10196,2770
10196,3071
10196,4152
10196,4237
10196,5331
10196,5638
10196,9714
10196,10563
10196,13153
956,220
956,591
956,716
956,833
956,1308
956,1328
956,1653
956,1880
956,1969
956,2052
956,2546
956,2676
956,3269
956,3344
956,3739
956,4277
956,4289
956,4697
956,6104
956,9748
956,9826
956,10364
956,11612
956,12965
956,18118
956,33648
956,46958
117251,840
117251,10410
117251,41249
50321,5202
50321,9951
50321,10084
50321,14909
50321,15101
50321,179431
11619,212
11619,1449
11619,3799
11619,4456
11619,5490
266647,334
266647,2343
266647,3205
266647,5938
266647,12988
266647,170362
82703,494
82703,1160
82703,2051
82703,2393
82703,4379
82703,5202
82703,5561
82703,6054
82703,9825
82703,10103
82703,11477
82703,15162
82703,157303
82703,179431
652,380
652,596
652,2035
652,3258
652,3930
652,4373
652,6062
652,6917
652,9725
652,10141
652,14704
652,162861
80321,209714
36669,156095
43074,5248
43074,161184
43074,162846
95,83
95,90
95,305
95,843
95,1423
95,1430
95,1432
95,1826
95,1872
95,5600
95,9882
95,13027
95,14626
95,179431
95,199076
608,83
608,1308
608,1381
608,1568
608,1826
608,2173
608,2428
608,2547
608,3243
608,3760
608,6112
608,9951
2310,2251
2310,5895
2310,7412
2310,9920
2310,10541
2310,14643
2310,14704
2310,161919
140300,478
140300,779
140300,780
140300,5331
140300,9663
140300,11477
140300,11500
140300,12554
140300,187056
56292,1721
56292,9663
56292,10364
56292,14601
56292,156395
81188,1566
81188,1991
81188,3030
81188,179431
7552,818
7552,1333
7552,3607
7552,9714
7552,10532
7552,33740
7552,156052
616,233
616,1327
616,1400
616,1402
616,1543
616,1938
616,2001
616,2280
616,2568
616,2796
616,3070
616,3074
616,3077
616,4549
616,10089
616,13065
616,33457
616,33564
616,207928
147441,488
147441,3036
147441,209714
13475,1612
13475,3822
13475,4040
13475,4379
13475,4380
13475,9675
13475,9685
13475,12405
13475,155212
13475,156282
13475,161176
13475,161184
557,1014
557,3986
557,4543
557,6062
557,8828
557,9715
557,156075
82702,494
82702,1157
82702,5895
82702,9663
82702,10084
82702,12554
82702,157499
82702,192913
82702,209714
205584,1160
205584,1449
205584,1721
205584,2035
205584,6091
205584,9727
205584,10084
205584,18034
10048,310
10048,4410
10048,179430
13183,849
13183,1308
13183,1583
13183,4948
13183,9717
13183,10410
13183,34161
13183,208289
1927,387
1927,582
1927,1299
1927,1402
1927,1419
1927,1718
1927,2766
1927,2800
1927,4375
1927,4456
1927,8570
1927,8828
1927,9715
1927,13005
1927,13073
1927,14760
1927,15162
1927,18034
1927,18047
1927,46951
1927,162365
1927,179102
72559,321
72559,782
72559,1328
72559,1576
72559,2534
72559,8570
72559,10084
72559,10410
72559,14601
72559,14643
72559,18420
2114,4565
2114,9951
2114,14760
2114,41645
1771,242
1771,279
1771,1956
1771,2652
1771,8828
1771,9715
1771,9717
1771,11064
1771,15060
1771,41523
1771,179430
1771,180547
1771,209714
36643,6731
36643,10364
36643,10590
36643,156095
50620,3133
50620,9840
50620,231407
65759,3028
65759,4344
65759,179430
65759,209714
1724,242
1724,8828
1724,9715
1724,9717
1724,10562
1724,10718
1724,162365
1724,180547
267935,212
267935,392
267935,818
267935,2011
267935,12663
267935,13014
267935,14895
267935,189099
281957,494
281957,570
281957,818
281957,1262
281957,1442
281957,2522
281957,3593
281957,9748
281957,9826
281957,10322
281957,10349
281957,10468
281957,10794
281957,14819
281957,185722
77950,240
77950,830
77950,1566
77950,3720
77950,9713
77950,33637
44896,798
44896,2551
44896,14570
270946,3028
270946,209714
2503,90
2503,417
2503,782
2503,818
2503,1295
2503,3246
2503,3851
2503,3864
2503,6086
2503,6110
2503,9663
2503,10410
2503,10950
2503,11134
2503,14735
2503,14819
2503,14967
2503,187844
9502,478
9502,779
9502,780
9502,1310
9502,1585
9502,1946
9502,2660
9502,3930
9502,4809
9502,6362
9502,11500
9502,14955
9502,15149
9502,40850
9502,156075
9502,179430
102899,8828
102899,9715
102899,9717
102899,179430
102899,179431
102899,180547
102899,209714
101299,271
101299,818
101299,1310
101299,1328
101299,1382
101299,2136
101299,2964
101299,4565
101299,6186
101299,8570
101299,9663
101299,9826
101299,10349
101299,10410
101299,11196
101299,11221
101299,11322
101299,12380
101299,14601
101299,15017
101299,156395
101299,223438
228161,6054
228161,9831
228161,9882
228161,9951
228161,14909
74,447
74,586
74,3800
74,4565
74,5600
74,12332
74,14909
8961,416
8961,529
8961,701
8961,1568
8961,1666
8961,1941
8961,10089
8961,10950
8961,12371
8961,13142
8961,14819
8961,14967
8961,15271
8961,15483
8961,18026
8961,156117
8961,167316
8961,219404
417859,4414
417859,6187
27576,441
27576,470
27576,591
27576,1930
27576,2106
27576,2111
27576,4776
27576,9748
27576,10562
27576,10950
27576,11134
27576,11322
27576,13015
27576,14819
86834,3036
86834,9649
86834,209714
17578,483
17578,1316
17578,1454
17578,6956
17578,12193
17578,209714
673,334
673,2052
673,2343
673,2630
673,3650
673,3872
673,3873
673,3884
673,4252
673,4379
673,12392
673,12564
673,179430
6972,1956
6972,2752
6972,5657
6972,6731
6972,179430
82700,4565
10567,843
10567,1423
10567,3077
10567,4803
10567,10336
10567,10506
10567,12616
10567,178645
10567,183414
181533,2598
181533,9682
38055,83
38055,248
38055,378
38055,1308
38055,1357
38055,1419
38055,1718
38055,1919
38055,2095
38055,2217
38055,2598
38055,11477
38055,12193
38055,179431
671,616
671,1441
671,2343
671,2630
671,3335
671,3650
671,3872
671,4238
671,4456
671,170362
671,223438
49524,1321
49524,4668
49524,9104
49524,9748
49524,10327
49524,162846
22,911
22,1321
22,1459
22,1860
22,3266
22,4062
22,5600
22,5744
22,12988
22,33457
22,157186
22,167861
22,179430
131631,836
131631,4458
131631,4565
131631,6091
131631,9663
131631,11322
131631,18249
131631,223438
591,90
591,186
591,345
591,818
591,2908
591,10410
591,161207
172385,2646
172385,9663
172385,10787
172385,33928
36658,1852
36658,8828
36658,9715
36658,9717
36658,10761
51497,1161
51497,1812
51497,6089
51497,9777
51497,9844
51497,10051
51497,10291
51497,10562
51497,10594
51497,10718
51497,11148
51497,12414
51497,33885
51497,156395
51497,159953
51497,179431
58574,10028
18823,2035
18823,33696
18823,162861
18823,209714
861,769
861,836
861,839
861,848
861,1475
861,1852
861,3249
861,3388
861,3864
861,4289
861,4565
861,12190
1911,616
1911,1964
1911,5895
1911,5939
1911,6091
1911,10364
49040,782
49040,1994
49040,15219
415,848
415,849
415,851
415,853
415,855
415,6969
415,9715
415,163455
8871,65
8871,1441
8871,1605
8871,1991
8871,5331
8871,9963
435,83
435,843
435,2213
435,2227
435,6086
435,10794
435,12670
435,14760
435,34161
435,199076
955,321
955,514
955,591
955,720
955,1308
955,1418
955,1568
955,2041
955,3269
955,3737
955,4289
955,6104
955,12965
955,14819
955,33705
955,33885
2133,168683
1979,657
1979,720
1979,2546
1979,3376
1979,3800
1979,4375
1979,5774
1979,6506
1979,8828
1979,9663
1979,9715
1979,9717
1979,12405
1979,13027
1979,14601
1979,14760
1979,15271
1979,33456
1979,162365
1979,179102
1979,179431
87827,270
87827,2580
87827,4809
87827,6150
87827,18068
1250,2870
1250,3684
1250,3737
1250,9717
324668,782
324668,1453
324668,187844
9471,642
9471,1308
9471,4289
70981,803
70981,4565
70981,9951
70981,15285
70981,179430
10996,2161
10996,2646
10996,6054
10996,18035
68724,4565
68724,156039
2789,378
2789,4565
2789,5144
2789,12405
97020,679
97020,2964
97020,4565
97020,6149
97020,9714
97020,14819
97020,18021
7459,830
7459,963
7459,2552
7459,18035
7459,179431
7459,187056
42888,128
42888,1480
42888,10456
42888,179430
37834,470
37834,822
37834,1420
37834,2101
37834,3203
37834,3713
37834,4289
37834,15483
37834,179431
75612,1612
75612,4565
75612,9882
75612,156395
1895,797
1895,10629
1895,160840
1895,161176
1894,1399
1894,5340
1894,6092
1894,13027
1894,14819
1894,18069
1894,161176
585,1299
585,6129
585,9823
585,12392
585,225061
76170,233
76170,1852
76170,2504
76170,8828
76170,9715
76170,9717
76170,10761
76170,179431
1893,530
1893,1399
1893,2011
1893,4270
1893,4488
1893,161176
49519,4428
49519,5600
49519,5905
49519,10506
49519,14704
49519,15300
49519,18035
49519,159955
49519,179430
49519,179431
2395,271
2395,1200
2395,2070
2395,2280
2395,2343
2395,2673
12100,233
12100,1956
12100,4305
12100,4405
12100,4595
290595,616
290595,2343
290595,3205
290595,169341
98566,779
98566,949
98566,1701
98566,2766
98566,4580
98566,6362
98566,7002
98566,9715
98566,9717
98566,10278
98566,14512
98566,161184
98566,209714
49047,4040
49047,6203
49047,9882
49047,14626
9619,720
9619,1415
9619,1919
9619,2227
9619,2669
9619,3347
9619,3623
9619,4663
9619,5096
9619,6281
9619,10084
9619,14601
9619,14760
308531,380
308531,6362
308531,9663
308531,9717
308531,10278
166424,3822
166424,4375
166424,5086
166424,8828
166424,9715
166424,9717
166424,155030
166424,191564
1593,2598
1593,4062
1593,4630
1593,5566
1593,12616
1593,15101
1593,15252
1593,41180
1593,179431
254128,387
254128,3521
254128,209714
714,212
714,392
714,470
714,478
714,2051
714,2136
714,2534
714,3272
714,3586
714,3588
714,14735
714,41249
2024,526
2024,531
2024,697
2024,779
2024,1402
2024,1465
2024,2983
2024,3074
2024,4653
2024,5600
2024,6731
2024,9672
2024,10292
2024,10364
163,9663
787,258
787,782
787,1308
787,1328
787,1419
787,2587
787,2708
787,5809
787,6038
787,8438
787,12371
262500,818
262500,2020
262500,4565
262500,9663
262500,162988
262500,206298
262500,209714
2567,2336
2567,3203
2567,5565
2567,9094
38745,736
38745,3691
38745,7376
38745,209714
40805,258
40805,779
40805,782
40805,2016
40805,2334
40805,4613
40805,4728
40805,8508
40805,9639
40805,9715
40805,9748
40805,14819
40805,15483
53182,18712
53182,162861
53182,179431
53182,188955
53182,190999
53182,209714
41513,305
41513,2343
41513,9717
41513,10336
41513,10842
41513,179431
13700,4932
13700,5543
13700,18165
262504,818
262504,2020
262504,4565
262504,9663
262504,162988
262504,206298
262504,223438
39254,494
39254,1721
39254,6075
39254,14544
77931,10336
1639,1422
1639,6104
1639,10617
1639,33461
80274,818
80274,3010
80274,4238
80274,5561
80274,9685
80274,9882
80274,10568
80274,14909
80274,223438
1571,279
1571,521
1571,720
1571,1562
1571,1812
1571,1930
1571,2157
1571,3376
1571,3543
1571,5572
1571,8440
1571,9663
1571,9937
1571,10950
1571,14601
1571,14819
1571,15156
1571,15483
1571,33553
1571,219404
120,603
120,604
120,606
120,609
120,611
120,818
120,1262
120,2407
120,3098
120,3347
120,4959
120,6464
120,46951
120,177912
120,234213
10204,90
10204,212
10204,242
10204,582
8489,279
8489,396
8489,2792
8489,5565
10588,977
10588,1155
10588,4630
10588,6669
10588,15101
2048,236
2048,310
2048,312
2048,520
2048,818
2048,1701
2048,2964
2048,3703
2048,4565
2048,6149
2048,9826
2048,14544
2048,209714
1495,6917
1495,10466
1495,14989
10137,380
10137,818
10137,977
10137,2161
10137,2393
10137,6783
10137,9963
10137,13142
10198,818
10198,3392
10198,5091
10198,7376
10198,10336
10198,179431
286217,818
286217,839
286217,1432
286217,1533
286217,9743
286217,9831
286217,9882
286217,10349
286217,14626
286217,156810
286217,179431
1635,402
1635,2038
1635,4565
1635,6017
1635,6089
1635,10685
1635,11628
1635,188959
24113,2301
24113,9713
9679,380
9679,703
9679,830
9679,1936
9679,5301
9679,9714
9679,10051
9679,10085
9679,10291
9679,10950
9679,11148
9679,14601
9679,14819
9679,15483
9679,156117
98,588
98,1395
98,1399
98,1405
98,2280
98,2831
98,10141
98,11221
98,14704
98,15300
98,18543
98,157499
98,160840
180,521
180,2620
180,2964
180,3249
180,4565
180,9826
180,207268
672,616
672,2343
672,2630
672,3650
672,3872
672,3873
672,3884
672,4252
672,179430
36557,131
36557,383
36557,585
36557,949
36557,10594
36557,13006
36557,156095
869,690
869,1826
869,2020
869,2552
869,2831
869,3801
869,4379
869,4565
869,10158
869,14759
280,679
280,1366
280,4458
280,4565
280,11857
280,14819
11322,2430
11322,4276
11322,9777
4982,240
4982,577
4982,2149
4982,3391
4982,3679
4982,3734
4982,8015
4982,11734
4982,13142
4982,14536
4982,15167
4982,18035
4982,179430
4982,193305
36955,470
36955,949
36955,1196
36955,1419
36955,1930
36955,2284
36955,4289
18487,1562
18487,14512
18487,179430
39451,428
39451,977
39451,4604
39451,5569
39451,9963
39451,179431
27581,2398
27581,167541
27581,179430
27581,179431
9268,236
9268,502
9268,797
9268,1562
9268,2052
9268,2547
9268,2708
9268,3581
9268,4009
9268,6163
9268,9758
9268,10085
9268,10410
9268,11207
9268,12371
9268,13008
9268,14601
9268,14819
9268,15246
68718,801
68718,1701
68718,3136
68718,3679
68718,6054
68718,9713
68718,9748
68718,9823
68718,10084
68718,10950
68718,12425
68718,15017
68718,33780
68718,179430
68718,202703
68718,206687
68718,207928
10545,90
10545,818
10545,934
10545,1523
10545,1691
10545,1938
10545,4344
10545,11001
10545,13014
11688,1421
11688,2280
11688,3998
11688,4152
76163,3800
76163,9791
76163,12617
76163,14819
76163,159753
2059,483
2059,1454
2059,6956
2059,41586
2059,184134
2486,818
2486,12554
2486,170362
2486,188178
2486,223438
16523,170682
116711,2486
37710,90
37710,612
37710,3864
37710,4654
37710,9840
9946,186
9946,572
9946,613
9946,1499
9946,2483
9946,2870
9946,3030
9946,3036
9946,6150
9946,8440
9946,8685
9946,8778
9946,9937
9946,10093
9946,11612
9946,13008
9946,14512
9946,14601
9946,14765
9946,14819
9946,14999
9946,187844
1372,526
1372,736
1372,917
1372,1465
1372,2831
1372,3070
1372,5420
1372,6212
106646,417
106646,572
106646,738
106646,974
106646,3923
106646,5565
106646,5636
106646,5809
106646,14964
414,483
414,849
414,6969
414,9104
414,9715
414,11268
414,14819
414,15009
414,33626
414,163455
414,170383
414,170652
563,305
563,1423
563,1826
563,2051
563,2902
563,4565
563,6092
563,8201
563,9831
563,13065
563,162365
83542,402
83542,2964
83542,4565
83542,159753
83542,179431
83542,187056
83542,214548
41216,3905
314,572
314,849
314,3258
314,4411
314,6496
314,11322
314,11738
184315,3070
184315,14643
184315,162861
184315,192913
9016,679
9016,818
9016,1826
9016,1860
9016,1872
9016,1969
9016,6956
9016,9736
9016,9882
9016,9951
9016,10336
9016,10594
9016,13194
18162,4862
18162,12616
18162,179431
138103,591
138103,6163
138103,9663
138103,11107
138103,11612
138103,14643
257088,1568
257088,4654
257088,18525
257088,209714
10214,1009
10214,2546
10214,5895
205775,236
205775,270
205775,658
205775,2580
205775,3799
205775,4676
205775,9672
205775,9743
205775,10349
205775,34079
205775,185722
205775,207928
11692,305
11692,585
11692,1010
11692,2334
11692,2964
11692,6220
11692,18069
227973,18035
227973,209714
29193,2246
29193,3338
29193,10183
1734,5153
3131,657
3131,2356
3131,2987
3131,3799
3131,4931
3131,6092
3131,10084
3131,10726
9408,658
9408,1524
9408,5614
9408,11800
9890,803
9890,4375
855,1968
77953,6078
77953,6083
77953,6085
18,402
18,444
18,679
18,1160
18,2964
18,3801
18,4776
18,6163
18,9673
18,9951
18,10093
18,10150
18,10842
18,10950
18,11148
18,14512
18,161176
18,162365
10501,1321
10501,2673
10501,9725
57800,183414
150689,995
150689,2343
150689,3071
150689,3205
150689,4152
150689,9920
150689,13014
7980,570
7980,1228
7980,2620
7980,3352
7980,6155
7980,6381
7980,10714
7980,13092
7980,14576
7980,172291
7980,223438
12,494
12,14785
12,179430
12,179431
122,603
122,606
122,609
122,818
122,3301
122,3930
122,6091
122,9812
122,11173
122,14707
122,14819
122,162846
122,234213
121,603
121,606
121,609
121,611
121,818
121,1653
121,1964
121,6092
121,10364
121,10563
121,177912
121,189093
121,234213
68737,2343
68737,4238
68737,177895
68737,223438
68737,234213
1995,1454
1995,6956
1995,41586
1995,41645
1995,184134
157353,310
157353,1576
157353,2812
157353,3222
157353,6506
157353,9673
157353,9678
157353,13015
157353,14760
331,911
